description_id,user_id,description_input,description_output_grid_size,description_output,is_verified,confidence,num_verification_attempts,num_actions,num_actions,generation,user_num_prior_description_experiences,user_num_prior_build_experiences,description_synthesis_time,verification_time
95d7dd34-96b2-4a9c-a106-e00f691096e9,0dc844d9-1ea9-4b6e-8a5b-b9ba6263c3b1,"In the input, you should see...Small shapes formed in a black background by color squares.",The output grid size...The grid size does not change.,"To make the output, you have to... Try to recreate the pattern using red yellow and blue squares.",True,5,1,44.0,44.0,1.0,2,1,209,125
2c65c623-c6d0-4b2e-9d53-d5131f266254,91dd5059-9b99-4bb8-a9b4-0c5d4adaffc3,"In the input, you should see... one or more colored squares.",The output grid size... is twice as tall and twice as wide as the input grid.,"To make the output, you have to... copy the input grid 4 times so you have the original grid in the upper left, then again next to it, below it and again in the bottom right corner.The output grid should be 4 of the input grid.When that is done, go to every single shape and add a light blue square at each corner. This should happen for every colored square. The only time you do not put a blue square at the corner of a colored square is if there is already another colored square in that space.",True,6,1,47.0,47.0,3.0,4,1,221,112
3c804381-0bb2-4b6b-bcb5-b8a596d19195,d888a397-60e7-4d4d-81f1-3166ee263586,"In the input, you should see... 1 or 2 squares filled in with the same color on a black background.",The output grid size... is double the height and width of the input grid.,"To make the output, you have to... resize the output grid to be double the width and height of the input grid. Then, copy and paste each colored square in the input grid 4 times -- once in each ""quadrant"" (if, in the input, the square is in the uppermost and leftmost corner, then it should be in the uppermost and leftmost corner in the output, as well as in the uppermost and leftmost corner of each ""quadrant""). Then, for every single colored square, do the following: put a light blue square on each adjacent corner, forming a cross with 4 light-blue squares and the colored square in the middle.",True,4,1,45.0,45.0,0.0,1,0,492,68
87573c00-c468-4872-9162-67da9a28533f,38ae0f06-31d8-483d-bc31-0fbfee78e6e3,"In the input, you should see... a few colored squares on a black background",The output grid size... is double the height and width of the input grid,"To make the output, you have to... copy the input. Then, resize the output grid to be double the width and height. Then, copy the upper-left quadrant of your output grid (which is the same as the input grid) and paste it once in each quadrant of the output grid. You should have 4x as many colored squares in the output as in the input. Then, for each colored square in the output, do the following: add a light blue square 1 above and to the left, 1 above and to the right, 1 below and to the left, 1 below and to the right. Each light blue square should be diagonally touching the colored square, forming an X with the colored square in the center. Some of the X's might overlap or go off the screen. That is okay.",True,8,1,43.0,43.0,2.0,0,4,230,53
f8a34a8c-feca-48b4-b042-d9b875051b05,beab4915-ff3b-4dfc-8431-3c0165da131e,"In the input, you should see...black squares and pink squares",The output grid size...is 8x6,"To make the output, you have to...copy and paste the original input into each quadrant of the output (top left, top right, bottom left, bottom right). Then, on the second row down from the top, make it a horizontal light blue line that goes across the entire width, it should be 8 wide by 1 long.From the top right corner, go to the third down and color that square light blue. From the top left corner, go to the fourth square down and color that square light blue.Then do another 8x1 horizontal light blue line below the last square you colored.",False,,3,38.0,38.0,1.0,0,4,486,145
0a17b337-9118-4866-bf56-10d3c89874e0,d13d37bc-60e6-449f-9709-c2c94d016d8c,"In the input, you should see...shapes with one color that is not complete the pattern",The output grid size...is the same as input,"To make the output, you have to...complete the pattern that is not there by color each side with the color that is not there to complete the pattern",True,7,1,5.0,5.0,0.0,4,1,119,13
870b5ce9-3fb4-4948-857e-1861af7fd7e8,b85fa04d-6b2e-4d8b-8ad2-3a3b6faba1c6,"In the input, you should see...shapes with one color that is not complete the pattern",The output grid size...is the same as input,"To make the output, you have to...complete the pattern that is not there by color each side with the color that is not there to complete the pattern",True,7,1,5.0,5.0,1.0,3,3,98,26
5054f643-589c-450d-9d93-d9dfaa587121,6f621867-acb2-4445-b0fc-cc8226a1425d,"In the input, you should see...colored grid",The output grid size...number of size,"To make the output, you have to...successfully",True,10,1,17.0,17.0,6.0,3,0,98,51
5fb9becc-d4af-48b1-9ab5-1b69afb7299c,d9dbba83-9d3d-4377-b468-020f8bc1067b,"In the input, you should see... a large grid with two colors","The output grid size...should be cut either in a 2x3, 5x6, or, 4x2 size","To make the output, you have to...only use the color inside the lines, one color the whole output grid",False,,3,10.0,10.0,0.0,3,5,232,56
637c4701-86ac-4a53-919a-b1f3aed990cd,4060677e-1e8d-44f6-8971-68823da50a55,"In the input, you should see...A green grid with blue lines.",The output grid size...The grid goes to a 5 by six green grid.,"To make the output, you have to...You change the grid to all green or all green.",False,,3,17.0,17.0,1.0,0,0,163,129
790bd952-f511-47bc-a836-1ad11572b1d3,74cccb96-805d-45bd-a909-112e5af52a6a,"In the input, you should see....a large grid with 2 colors",The output grid size...is smaller 2x4,"To make the output, you have to...take the main color and fill all squares",False,,3,6.0,6.0,4.0,0,0,117,29
c2e6007f-6a33-4078-b82e-a5308da0fb96,2ba32a1f-0b17-4d1e-b8d3-8440d3fbce39,"In the input, you should see...a colored grid with vertical and horizontal lines",The output grid size...count the number of vertical lines and add 1 to find your width and count the number of horizontal lines and add 1 to find your height,"To make the output, you have to...once you have your grid size change the color of the grid to the color of the input grid not the lines",True,9,1,3.0,3.0,3.0,0,2,561,30
c8aded93-41f9-4d38-a794-c87372d18e71,d8422370-2798-4571-ada2-47553cabb691,"In the input, you should see...a green colored grid with vertical and horizontal blue lines.",The output grid size...change from 27x27 to 5x6,"To make the output, you have to...remove blue horizontal and vertical lines",False,,3,7.0,7.0,5.0,0,1,296,72
db88603b-82d7-4776-8216-bd82518c850e,be5aa6b9-4319-49a6-88c4-7be9c7181391,"In the input, you should see...a 6x7 green rectangle",The output grid size...is now 2x4 and green,"To make the output, you have to...3x2 and make them blue",False,,3,9.0,9.0,2.0,0,0,288,114
497b3309-3c95-451e-bde6-3df42489aaeb,756ee44b-ee04-4278-b0ef-1617485c086d,"In the input, you should see...single object fill grid","The output grid size...In the input, you should see...single object fill grid","To make the output, you have to...In the input, you should see...single object fill grid",True,10,1,10.0,10.0,1.0,6,0,63,32
587cabd1-f314-4f37-91f8-2bcac1a38a59,69313b1e-942e-4401-bf58-7ac97c3ad9a9,"In the input, you should see...several color patterns that each contain a single gray square.",The output grid size...is 3x3.,"To make the output, you have to...move each pattern so that the gray square in each pattern occupies the center square of the output 3x3 grid.",True,10,1,10.0,10.0,0.0,4,1,205,30
001c065e-21cd-4572-91e7-66e1e7106c3f,6e1816ad-dd89-45ca-9e74-c493e1d66765,"In the input, you should see... a black 9x9 grid with a gray pattern.",The output grid size... is the same for input and output,"To make the output, you have to... copy pattern and change 2x2 areas to light blue and 1x3 to red.",True,8,1,26.0,26.0,1.0,4,3,71,26
4eb1558f-421e-4e44-a719-fc3cc92a2e86,0c24d79a-a7a6-4b93-a0a7-66f09e9028ea,"In the input, you should see...the output grid size does not change","The output grid size...In the input, you should see...the output grid size does not change","To make the output, you have to...In the input, you should see...the output grid size does not change",False,,3,87.0,87.0,3.0,6,1,67,177
607e4fc1-95d6-4731-9380-fb39deef906b,933c9774-791c-494b-804e-eb9b498d9281,"In the input, you should see... one or more grey shapes.",The output grid size... is the same as the input grid.,"To make the output, you have to... copy the input grid. Find any blocks of four squares which make a 2x2 square and change them to LIGHT blue. Change the other grey squares to red. In the end, the shapes should be made only out of 2x2 light blue sections and 1x3 red sections.",True,5,1,27.0,27.0,2.0,1,1,188,40
7329a6d9-9d11-4fd4-9330-cf6d5d46f019,69313b1e-942e-4401-bf58-7ac97c3ad9a9,"In the input, you should see...a black 9x9 grid with a gray pattern.",The output grid size...does not change.,"To make the output, you have to...fill in pattern completely  with blue and red, to form 2x2 blue pattern and 1x3 red patterns.",True,9,1,26.0,26.0,0.0,6,2,159,50
242f81e7-3894-44ce-bdd8-9c5a7a2e3832,1d1046d6-7c15-4561-acea-5ebd6b810c98,"In the input, you should see...a grid with red, blue, and green squares",The output grid size...is the same as the input,"To make the output, you have to...draw a vertical red line through any red squares.  Then draw lines, left to right, for the green and blue squares.  Go over any red squares from before.",True,10,1,65.0,65.0,2.0,1,3,621,109
246506e0-2841-46ad-8914-782aa9a9cce0,47f2d0aa-1cae-4d22-93db-5d138d62315b,"In the input, you should see...a grid with red, blue and green squares.",The output grid size...the same as the input grid.,"To make the output, you have to...extend the green and blue squares into horizontal lines that go all the way to the edges of the grid. The red square extend as a vertical line that is behind the green and blue squares so the place where the lines cross over each other, the blue or green square should show.",True,6,1,57.0,57.0,4.0,1,2,1726,41
3fa7f32b-26ec-4175-b6ed-f72f080a992e,a818049a-1bb1-4d5d-b65a-f057cea839fa,"In the input, you should see...exemplars colored and blue colored and across",The output grid size...whole replicate and green and instead,"To make the output, you have to...whole dot and quad",False,,3,7.0,7.0,1.0,3,4,474,15
43714807-7b9f-4051-9874-678f322d712e,c1227f10-fc69-48cc-9cb0-cd28df10709f,"In the input, you should see...a grid with red, blue, and green squares",The output grid size...is the same as the input,"To make the output, you have to...draw a vertical red line of squares through any red squares, then make left to right green lines through green squares and left to right blue lines through blue squares. Go over any red squares from before.",True,9,1,68.0,68.0,0.0,2,6,114,40
c08c36e6-7cb8-4187-b1c9-e1fd114e6866,7418013b-6c86-4d4f-ac41-e418ac4f5e76,"In the input, you should see...green color row bag in the box","The output grid size...In the input, you should see...green color row bag in the box","To make the output, you have to... the input, you should see...green color row bag in the box  ..",True,8,2,69.0,69.0,3.0,0,2,124,106
