phrase_number	task_number	task_name	description_id	phrase_kind	nth_phrase_in_paragraph	phrase	tag_procedure	tag_metaphor	tag_clarification	tag_example	tag_array	tag_validation	tag_loop	tag_start_stop	tag_conditional	tag_logic	tag_framing	tag_spatial_relation	tag_physical_interaction	tag_contact_transform	tag_affine_transform	tag_visual_graphical_transform	tag_object_detection
141	26	1b60fb0c.json	6a0d690b-072e-4774-a601-fc1c057cf127	output	1	recreate one of the sections of the 3-part blue pattern in order to turn it into a 4-part pattern.	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
142	26	1b60fb0c.json	6a0d690b-072e-4774-a601-fc1c057cf127	output	2	However the newly created section should be in red and should be placed into the empty section of the grid in a logical orientation in order to create a consistent 4-part pattern	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1
143	27	1bfc4729.json	95aa6f5f-3a8e-42d9-8638-0c911e196dfb	input	1	10x10 grid	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
144	27	1bfc4729.json	95aa6f5f-3a8e-42d9-8638-0c911e196dfb	grid_size	1	same as input	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
145	27	1bfc4729.json	95aa6f5f-3a8e-42d9-8638-0c911e196dfb	output	1	use same color as input.	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
146	27	1bfc4729.json	95aa6f5f-3a8e-42d9-8638-0c911e196dfb	output	2	2 patterns, top and bottom; 	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
147	27	1bfc4729.json	95aa6f5f-3a8e-42d9-8638-0c911e196dfb	output	3	pattern like a long A stretch horizontally top then upside down on bottom of grid.	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
148	27	1bfc4729.json	95aa6f5f-3a8e-42d9-8638-0c911e196dfb	output	4	To made the A and upside down A all side of grid are colored same color as the near color tile from input.	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
149	27	1bfc4729.json	95aa6f5f-3a8e-42d9-8638-0c911e196dfb	output	5	Finally, add a 2 horizontal lines; 1 near top, 1 near bottom.	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
150	27	1bfc4729.json	b8c40b81-0702-4b4c-abc8-4b1422a81e94	input	1	two colors, one at the top and the other at the bottom	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
151	27	1bfc4729.json	b8c40b81-0702-4b4c-abc8-4b1422a81e94	grid_size	1	is the same size	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
152	27	1bfc4729.json	b8c40b81-0702-4b4c-abc8-4b1422a81e94	output	1	use the top color to fill in the entire first row, the first and last blocks of the second row, the entire third row, and the first and last blocks of the 4th and 5th rows.	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1
153	27	1bfc4729.json	b8c40b81-0702-4b4c-abc8-4b1422a81e94	output	2	Then use the bottom color to fill in the first and last blocks of the 6th and 7th rows, fill in the entire 8th row, the first and last blocks of the 9th row, and the entire bottom (10th) row	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1
154	28	1c786137.json	16aabe4e-e38d-41fd-8d14-74d2887aaabe	input	1	many colored squares with a section inside a rectangle of same colored squares	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
155	28	1c786137.json	16aabe4e-e38d-41fd-8d14-74d2887aaabe	grid_size	1	is the same size as the area of the squares inside of the same colored squares	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1
156	28	1c786137.json	16aabe4e-e38d-41fd-8d14-74d2887aaabe	output	1	copy the squares inside of the same colored squares	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
157	28	1c786137.json	a8433e46-09ab-4d66-ad67-a52932389022	input	1	a complex color pattern with a distinctive rectangle of a single color	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
158	28	1c786137.json	a8433e46-09ab-4d66-ad67-a52932389022	grid_size	1	will be the size of the area inside the rectangle	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
159	28	1c786137.json	a8433e46-09ab-4d66-ad67-a52932389022	output	1	copy the grid inside the rectangle	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
160	28	1c786137.json	db52b378-f385-4de9-b4cc-273edb95d3b9	input	1	complex color pattern with a distinctive rectangle of a single color	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
161	28	1c786137.json	db52b378-f385-4de9-b4cc-273edb95d3b9	grid_size	1	will be the size of the area inside the rectangle	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
162	28	1c786137.json	db52b378-f385-4de9-b4cc-273edb95d3b9	output	1	copy the grid inside the rectangle	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
163	29	1caeab9d.json	9b300664-36e1-4f15-af82-a58d95f6e9a9	input	1	 3 shapes of blue, red, and yellow colors.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
164	29	1caeab9d.json	9b300664-36e1-4f15-af82-a58d95f6e9a9	grid_size	1	is the same size as the input grid	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
165	29	1caeab9d.json	9b300664-36e1-4f15-af82-a58d95f6e9a9	output	1	keep the blue shape where it is, and move the red and yellow shapes up or down so that they are at the same level as the blue-colored shape.	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1
166	29	1caeab9d.json	face7483-77e3-4a81-8baf-20c8f3e2e959	input	1	3 color patterns at different parts of the grid	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
167	29	1caeab9d.json	face7483-77e3-4a81-8baf-20c8f3e2e959	grid_size	1	should be the same size as the input.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
168	29	1caeab9d.json	face7483-77e3-4a81-8baf-20c8f3e2e959	output	1	keep the blue pattern where it is and bring the yellow and red patterns up or down onto the same level as the blue one.	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
169	30	1cf80156.json	4b695800-29e2-44e8-91c3-3be5e8ce27c4	input	1	a colored image on a black grid.	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
170	30	1cf80156.json	4b695800-29e2-44e8-91c3-3be5e8ce27c4	grid_size	1	it becomes the size of the colored image.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
171	30	1cf80156.json	4b695800-29e2-44e8-91c3-3be5e8ce27c4	output	1	you just need to make sure the colored image is exactly (top, bottom, left, right) in the new grid.	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
172	30	1cf80156.json	4b695800-29e2-44e8-91c3-3be5e8ce27c4	output	2	No color change.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
173	31	1e0a9b12.json	423521ea-96bd-4aed-8830-45f45e600254	input	1	four different color pixel shapes each in a column.	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
174	31	1e0a9b12.json	423521ea-96bd-4aed-8830-45f45e600254	grid_size	1	does not change.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
175	31	1e0a9b12.json	423521ea-96bd-4aed-8830-45f45e600254	output	1	move all pixels down.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
176	31	1e0a9b12.json	423521ea-96bd-4aed-8830-45f45e600254	output	2	The colors do not change.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
177	31	1e0a9b12.json	423521ea-96bd-4aed-8830-45f45e600254	output	3	Simply move all pixels down until they sit on top of each other.	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1
178	31	1e0a9b12.json	423521ea-96bd-4aed-8830-45f45e600254	output	4	There should not be any black pixels between the same color in a column.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
179	31	1e0a9b12.json	6bfa977b-6368-49cc-9a71-299622e4b9a8	input	1	grids of squares with colored square scattered.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
180	31	1e0a9b12.json	6bfa977b-6368-49cc-9a71-299622e4b9a8	grid_size	1	doesn't change from the input.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
181	31	1e0a9b12.json	6bfa977b-6368-49cc-9a71-299622e4b9a8	output	1	think of the grid as a black field and as the colored squares as being objects floating in space.	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1
182	31	1e0a9b12.json	6bfa977b-6368-49cc-9a71-299622e4b9a8	output	2	Gravity is suddenly turned on and all of the block fall vertically to the bottom.	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1
183	31	1e0a9b12.json	6bfa977b-6368-49cc-9a71-299622e4b9a8	output	3	That produces the correct output grid.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	31	1e0a9b12.json	e4c71698-0293-4d7b-b2ad-916c4c3ffbc2	input	1	a 5 by 5 black grid with various squares of different colors.	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1
185	31	1e0a9b12.json	e4c71698-0293-4d7b-b2ad-916c4c3ffbc2	input	2	All squares of one color will be in the same column.	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1
186	31	1e0a9b12.json	e4c71698-0293-4d7b-b2ad-916c4c3ffbc2	grid_size	1	remains 5 by 5.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
187	31	1e0a9b12.json	e4c71698-0293-4d7b-b2ad-916c4c3ffbc2	output	1	move the squares downward toward the bottom of the grid.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
188	31	1e0a9b12.json	e4c71698-0293-4d7b-b2ad-916c4c3ffbc2	output	2	All squares of the same color should rest on top of the other squares of the same color in a column, with the bottom of each column on the bottom row of the grid.	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1
189	31	1e0a9b12.json	e4c71698-0293-4d7b-b2ad-916c4c3ffbc2	output	3	The rest of the squares remain black.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
190	32	1e32b0e9.json	1288463b-3b4b-4007-a09a-2706525880c3	input	1	a grid with 9 5x5 square boxes all split by one color.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
191	32	1e32b0e9.json	1288463b-3b4b-4007-a09a-2706525880c3	input	2	there shapes of another color in 5 of the boxes.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
192	32	1e32b0e9.json	1288463b-3b4b-4007-a09a-2706525880c3	grid_size	1	is the same as the input.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
193	32	1e32b0e9.json	1288463b-3b4b-4007-a09a-2706525880c3	output	1	use the shape that's in the top left box and replicate that in all the other boxes, but leave the color that is already there, and use the other color, the one that is dividing the 9 boxes, to complete the shapes in the rest of the boxes	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1
194	32	1e32b0e9.json	3fbf9350-c5a1-4b4b-9e93-c18769e1bcd6	input	1	a 17x17 grid that is split into 9 5x5 squares.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
195	32	1e32b0e9.json	3fbf9350-c5a1-4b4b-9e93-c18769e1bcd6	input	2	Inside of these 9 blocks you should see blocks of the same color.	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1
196	32	1e32b0e9.json	3fbf9350-c5a1-4b4b-9e93-c18769e1bcd6	grid_size	1	is the same	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
197	32	1e32b0e9.json	3fbf9350-c5a1-4b4b-9e93-c18769e1bcd6	output	1	replicate what is inside of the top left 5x5 grid throughout the rest of the 8 grid left.	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
198	32	1e32b0e9.json	3fbf9350-c5a1-4b4b-9e93-c18769e1bcd6	output	2	The color of these additional blocks should match the color of the block cut line.	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
199	32	1e32b0e9.json	97f58024-7bce-4f50-b60f-a7275593c095	input	1	 a grid of one color with 9 5x5 spaces, some with shapes of another color.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
200	32	1e32b0e9.json	97f58024-7bce-4f50-b60f-a7275593c095	grid_size	1	is the same as the input grid	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
201	32	1e32b0e9.json	97f58024-7bce-4f50-b60f-a7275593c095	output	1	take what is in the up left space and put that pattern in all 9 spaces but in the same color as the grid.	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1
202	32	1e32b0e9.json	97f58024-7bce-4f50-b60f-a7275593c095	output	2	If a space has a pattern in it already, leave those blocks the same color as you fill in the rest of the first pattern around it in the grid color.	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0
203	34	1f642eb9.json	e628978a-d944-42cb-a175-8dd0be71e491	input	1	a large blue area with colored squares around the edge.	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
204	34	1f642eb9.json	e628978a-d944-42cb-a175-8dd0be71e491	grid_size	1	keep the same	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
205	34	1f642eb9.json	e628978a-d944-42cb-a175-8dd0be71e491	output	1	make a copy of each of the colored small squares and put those copy into the blue shape into the same line near to the same block.	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1
206	35	1f85a75f.json	2237b8b8-68bb-40fa-a242-39d4be0e21b0	input	1	large areas with one significant colored pattern different than its background.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
207	35	1f85a75f.json	2237b8b8-68bb-40fa-a242-39d4be0e21b0	grid_size	1	same size as the significant pattern.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
208	35	1f85a75f.json	2237b8b8-68bb-40fa-a242-39d4be0e21b0	output	1	copy the significant pattern.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
209	35	1f85a75f.json	27ecee50-b662-4419-80a7-e374f0130fe6	input	1	a grid with many shapes in it including one which is the biggest and is a different color	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1
210	35	1f85a75f.json	27ecee50-b662-4419-80a7-e374f0130fe6	grid_size	1	is the size of the height and width of the biggest colored shape.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
211	35	1f85a75f.json	27ecee50-b662-4419-80a7-e374f0130fe6	output	1	copy only the biggest shape into the output grid	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
212	35	1f85a75f.json	7461af23-13d0-4a61-95d1-8d3c51120b96	input	1	a dense color block inside the big back ground	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
213	35	1f85a75f.json	7461af23-13d0-4a61-95d1-8d3c51120b96	grid_size	1	is the size of the small dense part	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
214	35	1f85a75f.json	7461af23-13d0-4a61-95d1-8d3c51120b96	output	1	copy the small dense part	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
215	35	1f85a75f.json	d7bef8f2-6c76-456e-a0a7-5f721bad7ddd	input	1	a dense color block inside the big back ground	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
216	35	1f85a75f.json	d7bef8f2-6c76-456e-a0a7-5f721bad7ddd	grid_size	1	is the size of the small dense part	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1
217	35	1f85a75f.json	d7bef8f2-6c76-456e-a0a7-5f721bad7ddd	output	1	copy the small dense part	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
218	36	1f876c06.json	348414fe-790e-4ece-bb3b-2a0c5b482012	input	1	various pairs of colored blocks in a black grid.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
219	36	1f876c06.json	348414fe-790e-4ece-bb3b-2a0c5b482012	grid_size	1	is the same as the input grid size.	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
220	36	1f876c06.json	348414fe-790e-4ece-bb3b-2a0c5b482012	output	1	copy the input grid.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	36	1f876c06.json	348414fe-790e-4ece-bb3b-2a0c5b482012	output	2	Then, form a diagonal line by connecting the two of the same color blocks.	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1
222	36	1f876c06.json	348414fe-790e-4ece-bb3b-2a0c5b482012	output	3	The diagonal line between each set of matching color blocks should be the same color as the two blocks you are connecting.	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1
223	36	1f876c06.json	348414fe-790e-4ece-bb3b-2a0c5b482012	output	4	Do this for each set of matching blocks.	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
224	37	1fad071e.json	b79f94fc-15e5-475e-a25b-a1f4aa6a7b7c	input	1	multiple  2x2 blue grids and other colors on black background	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
225	37	1fad071e.json	b79f94fc-15e5-475e-a25b-a1f4aa6a7b7c	grid_size	1	5x1 grid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
226	37	1fad071e.json	b79f94fc-15e5-475e-a25b-a1f4aa6a7b7c	output	1	fill single blue grid from the left for every 2x2 blue grids available	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
227	37	1fad071e.json	b80a6657-8364-4297-a94d-3bea37b38524	input	1	2x2 grid blue color	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
228	37	1fad071e.json	b80a6657-8364-4297-a94d-3bea37b38524	grid_size	1	be 5x1 grid size	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
229	37	1fad071e.json	b80a6657-8364-4297-a94d-3bea37b38524	output	1	choose 5x1 grid size and fill the color of grid as blue as how many 2x2 blue color grid in input and leave others as black.	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1
230	38	2013d3e2.json	28c3c3be-9522-44c1-a89e-322d95f9146c	input	1	a colored shape on a black background	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
231	38	2013d3e2.json	28c3c3be-9522-44c1-a89e-322d95f9146c	grid_size	1	is 3x3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
232	38	2013d3e2.json	28c3c3be-9522-44c1-a89e-322d95f9146c	output	1	fill the grid with the upper left corner of the colored shape.	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
233	38	2013d3e2.json	28c3c3be-9522-44c1-a89e-322d95f9146c	output	2	The output should look like the top left corner of the colored shape.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
234	39	2204b7a8.json	8cb0e99f-2b7a-403c-b2d0-a085f5d85545	input	1	two colored sides of the grid, with some colored blocks in the middle.	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
235	39	2204b7a8.json	8cb0e99f-2b7a-403c-b2d0-a085f5d85545	grid_size	1	same as input	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
236	39	2204b7a8.json	8cb0e99f-2b7a-403c-b2d0-a085f5d85545	output	1	change the color of the block in the middle of the grid to match the color of the side they are closest to.	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1
237	40	22168020.json	f106e898-0e5f-401c-be2d-647f33fc85cb	input	1	a box of color with colored shapes up from each side.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
238	40	22168020.json	f106e898-0e5f-401c-be2d-647f33fc85cb	grid_size	1	should be the same as the input	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
239	40	22168020.json	f106e898-0e5f-401c-be2d-647f33fc85cb	output	1	fill in the area above the four square base until you get to the top of the colored area	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
240	41	22233c11.json	73c3e281-8a6b-4675-9c0c-301490adde77	input	1	green pattern or patterns	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
241	41	22233c11.json	73c3e281-8a6b-4675-9c0c-301490adde77	grid_size	1	same size	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
242	41	22233c11.json	73c3e281-8a6b-4675-9c0c-301490adde77	output	1	on each of the center line direction of the green pattern, draw blue color pattern, and the blue color pattern is half of the green pattern	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1
243	43	228f6490.json	007e34be-04b1-4bcc-8b3b-377de8faf368	input	1	same grid	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
244	43	228f6490.json	007e34be-04b1-4bcc-8b3b-377de8faf368	grid_size	1	10x10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
245	43	228f6490.json	007e34be-04b1-4bcc-8b3b-377de8faf368	output	1	fill in the shapes within the gray area with the color shapes that represent the space.	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1
246	44	22eb0ac0.json	78ac06b3-468d-4818-926e-015006c92c7f	input	1	single pixels of different colors in two horizontal lines along the left and right sides of the grid.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
247	44	22eb0ac0.json	78ac06b3-468d-4818-926e-015006c92c7f	grid_size	1	stays the same size as the input.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
248	44	22eb0ac0.json	78ac06b3-468d-4818-926e-015006c92c7f	output	1	copy the input.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	44	22eb0ac0.json	78ac06b3-468d-4818-926e-015006c92c7f	output	2	If two blocks across from each other are the same color, fill in the rest of that horizontal row with that color.	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0
250	44	22eb0ac0.json	78ac06b3-468d-4818-926e-015006c92c7f	output	3	Don't do anything with the blocks across from each other that are different colors	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
251	45	234bbc79.json	b850db85-ac48-477f-9b72-ed3f3722f549	input	1	three shapes, all of which have a main color with some grey boxes.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
252	45	234bbc79.json	b850db85-ac48-477f-9b72-ed3f3722f549	grid_size	1	changes in length by removed any black columns that separate the shapes	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1
253	45	234bbc79.json	b850db85-ac48-477f-9b72-ed3f3722f549	output	1	make any grey boxes the same color as the blocks to which it is connected.	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1
254	45	234bbc79.json	b850db85-ac48-477f-9b72-ed3f3722f549	output	2	Remove columns of black boxes.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
255	45	234bbc79.json	b850db85-ac48-477f-9b72-ed3f3722f549	output	3	Align the middle and right shapes so that the former grey squares are connected.																	
256	46	23581191.json	6243446a-5457-4324-8cd0-9e86cc128c50	input	1	two colored squares																	
257	46	23581191.json	6243446a-5457-4324-8cd0-9e86cc128c50	grid_size	1	is the same																	
258	46	23581191.json	6243446a-5457-4324-8cd0-9e86cc128c50	output	1	continue both lines in their color both left to right and up and down.																	
259	46	23581191.json	6243446a-5457-4324-8cd0-9e86cc128c50	output	2	where the two lines cross each other make that square red																	
260	46	23581191.json	79fed15e-9354-42bd-86dd-27f9bf98aff1	input	1	two colored squares on a black background																	
261	46	23581191.json	79fed15e-9354-42bd-86dd-27f9bf98aff1	grid_size	1	is the same as input																	
262	46	23581191.json	79fed15e-9354-42bd-86dd-27f9bf98aff1	output	1	make a vertical and horizontal line through each square to the edge of the grid.																	
263	46	23581191.json	79fed15e-9354-42bd-86dd-27f9bf98aff1	output	2	Make each line the same color as its input square.																	
264	46	23581191.json	79fed15e-9354-42bd-86dd-27f9bf98aff1	output	3	Where the two colors cross put a red square.																	
265	47	239be575.json	31599a2b-3492-4bf3-9c8f-f7ee915910cb	input	1	Blue grid and two red squares with the random Black grid.																	
266	47	239be575.json	31599a2b-3492-4bf3-9c8f-f7ee915910cb	grid_size	1	1 grid square.																	
267	47	239be575.json	31599a2b-3492-4bf3-9c8f-f7ee915910cb	output	1	make the color of the square the same color as the square that is five down and three across of the input.																	
268	48	23b5c85d.json	d2fd0b37-eb07-4d18-8422-3014c341caeb	input	1	different colored objects in the grid.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
269	48	23b5c85d.json	d2fd0b37-eb07-4d18-8422-3014c341caeb	grid_size	1	should be the one colored object with the smallest area.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
270	48	23b5c85d.json	d2fd0b37-eb07-4d18-8422-3014c341caeb	output	1	change the grid size with the colored object with the smallest area and fill the same color.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
271	49	253bf280.json	104f06a5-ba7c-45f9-a079-6bf08c6cd264	input	1	light blue dots																	
272	49	253bf280.json	104f06a5-ba7c-45f9-a079-6bf08c6cd264	grid_size	1	is the same as the old one																	
273	49	253bf280.json	104f06a5-ba7c-45f9-a079-6bf08c6cd264	output	1	use green lines to connect blue dots that are in the same line																	
274	49	253bf280.json	bf254aa0-60b7-4ac0-8f6d-68cfed14ed62	input	1	light blue blocks in different patterns																	
275	49	253bf280.json	bf254aa0-60b7-4ac0-8f6d-68cfed14ed62	grid_size	1	is the same																	
276	49	253bf280.json	bf254aa0-60b7-4ac0-8f6d-68cfed14ed62	output	1	add green blocks between the light blue blocks.																	
277	49	253bf280.json	bf254aa0-60b7-4ac0-8f6d-68cfed14ed62	output	2	Do not add green blocks if the light blue blocks are not on the same row.																	
278	49	253bf280.json	c2c94f5b-b74c-49d5-ba3c-a11d4d4d6248	input	1	light blue dots																	
279	49	253bf280.json	c2c94f5b-b74c-49d5-ba3c-a11d4d4d6248	grid_size	1	is the same as the old one																	
280	49	253bf280.json	c2c94f5b-b74c-49d5-ba3c-a11d4d4d6248	output	1	use green lines to connect blue dots that are in the same horizontal or vertical point on the grid																	
281	50	25d487eb.json	a88231f2-1ebd-460f-8151-5b0c8abba23d	input	1	a single pattern																	
