,task_id_number,task_id_string,best_see_description,best_grid_description,best_do_description,desc_num_builds,desc_num_successsful_builds
f5cbc6fd-cb1b-4c4b-ba8f-9a922ade0caf,381,f15e1fac.json,"In the input, you should see...black background with blue squares and red squares.",The output grid size...is the same as the input grid.,"To make the output, you have to... First, copy the input grid and leave it as it is. The blue squares act as a starting point for you to draw lines, so if the blue squares are on the left, you have to draw lines horizontally to the right and if the blue squares are at the top, you have to draw the line vertically down. Next, after copying the grid, draw lines from each blue squares and stop just before the grid with the first red square. Then you will start again to draw your second blue lines starting from the grid with the red square, however, you will have to move your line by one grid according to the position of your red square - if your red square is at the bottom, you will move the second line up by one grid, if your red square is at the right, you will have to move your second line left by one grid and if your red square is at the left, you will have to move your second line to the right by one grid. These second blue lines stop just before the grid with the second red square. You will then draw another set of blue lines with the same rule as the second line all the way to the end of the grid.",1,1
55eae613-963f-4992-b49e-47c8dadbff96,382,f1cefba8.json,"In the input, you should see...colored blocks with singular outstanding blocks in the frame.",The output grid size...is the same,"To make the output, you have to...take the outstanding colored block, move it to outside the frame and continue the single line to edge. fill in frame with color of frame.",2,0
a7e64599-e708-437a-85d5-a6bd682d1f76,383,f25fbde4.json,"In the input, you should see...a colored shape on a black background",The output grid size...twice the size of the colored shape.,"To make the output, you have to...Copy the colored shape but make it twice the size as the input shape.",1,1
11ee8264-c419-416e-895b-58be5060290e,384,f25ffba3.json,"In the input, you should see...a black grid with a color pattern",The output grid size...same as input,"To make the output, you have to...reflect the pattern upside down like it was up against a mirror",2,2
fc2d9ef9-4fd2-4b87-ae9a-e3149df57180,385,f2829549.json,"In the input, you should see... A random pattern of orange, then one row of blue, and then a random pattern of grey",The output grid size... Change the output grid size to 4x3,"To make the output, you have to... Combine the patterns of the orange and grey into one pattern (it doesn't matter if they overlap, just combine them into one pattern) These patterns always take up a space of 4x3! With the combined pattern, fill each empty black space with green, and then fill the rest of the spaces from the old pattern black. There should only be a random green pattern created when done.",2,0
fcad8e8e-448d-4295-8660-420a9162ac3b,386,f35d900a.json,"In the input, you should see... black background with two grids of the same color and another two grids of a different color.",The output grid size... is the same as the input grid size.,"To make the output, you have to... First, copy the input grid. Next, identify the colors of the colored grids - we will call it color A and color B. Around the grids with color A, create a 3x3 square with color B, surrounding the color A grids. Around the grids with color B, create a 3x3 square with color A, surrounding the color B grids. Now you should have four 3x3 squares, in which two squares are A color with B colored grid in their centers and two B colored squares with A colored grid in their centers. Next, you have to link the squares with each other by creating grey grids and black grids alternately between each square, starting at the first column or first row right next to each square's side's middle grid.",1,0
bb0e5db5-e8f3-47db-a3f0-50720c4f073c,387,f5b8619d.json,"In the input, you should see... some colored squares",The output grid size... is times two of what ever you start with so if you start with a 2 by 2 then the out put would be a 4 by 4,"To make the output, you have to...use the in put grid as 4 sections of the out put so that there is a pattern of the first colored squares, then using light blue make lines up and down from the colored squares to until you reach another colored square or the end of the out put grid",2,1
a6c1a796-d16c-407f-86ec-dafd80dc5651,388,f76d97a5.json,"In the input, you should see...colored boxes on a grey grid",The output grid size...same as input,"To make the output, you have to...replace the grey boxes to the color and replace the color boxes with black",3,3
0df38487-53ce-4bb4-a001-90cd047e229f,389,f8a8fe49.json,"In the input, you should see...two patterns. One is orange and the other is gray. The gray pattern should be inside of the orange one.",The output grid size...is the same,"To make the output, you have to...flip the grey pattern over the red one like an mirror image. The resulting output should now have the grey pattern outside of the orange one.",4,2
3ff522da-d1df-41f7-ac08-fba98284e45d,390,f8b3ba0a.json,"In the input, you should see...multiple color boxes are  shown. each color are combine with same color.","The output grid size...reduce the grid size vertically like 1x3, 1x4 subject to the number of color and avoid a color box shown in large number.","To make the output, you have to...order the color boxes. avoid a large number of the color box.",3,1
1246e78a-5e8f-43ce-b416-82a457e39f18,391,f8c80d96.json,"In the input, you should see... a part of a spiral, each line with the same spacing from the last.",The output grid size... stays the same.,"To make the output, you have to... change the background color from black to light gray, then continue the pattern of lines, with the same spacing and bends.",1,1
d59eca04-9069-4ff4-b2ef-25a1d804af4b,392,f8ff0b80.json,"In the input, you should see...3 colors in random order",The output grid size...is only 3 squares placed vertically,"To make the output, you have to...Place the colors in order from most to least. For example the color that has the most squares should be the top square color in the output. You then just go down from there. Second most color will go below that.",1,1
b5b8505b-f297-4831-a27f-0ca1b9dffce3,393,f9012d9b.json,"In the input, you should see...a grid with a two color pattern and a black square in place of part of the pattern",The output grid size... the size of the black squares,"To make the output, you have to... make the part of the colored pattern that should go where the black squares are",1,1
35f67ab5-d53d-47bb-a1c1-20711cd5a8eb,395,fcb5c309.json,"In the input, you should see...multiple square images on a black background.",The output grid size...the size of the largest squared border.,"To make the output, you have to...copy the largest squared border including colored squares inside but make all colored squares the same color as interior squares.",1,1
323c5bbd-f5bc-43f8-a7ee-6d77ab413f9b,396,fcc82909.json,"In the input, you should see....2x2 squares",The output grid size...remains the same as the input.,"To make the output, you have to...copy the input and add a green rectangle 2 pixels wide and as many rows high as there are colors in the square below each square.",1,0
a8e78a10-dd2a-42c4-926a-4e2e2b8d7c35,397,feca6190.json,"In the input, you should see...five multi-colored squares in a horizontal row.","The output grid size... the height and width are = to [5 * (the number of colored blocks)], so if there are 3 colored blocks, the grid is 15x15, if there are 2 colored blocks, the grid is 10x10, if there is only one colored block, the grid is 5x5.","To make the output, you have to...copy the input. Starting from the bottom left of the output grid, paste the input. Go back to the bottom left, move up one block and to the right one block, paste the input again. Go back to the bottom left, move up two blocks and right two blocks, paste the input again. Repeat this pattern until the leftmost square of the input grid is in the top right corner of the output grid. It will look like a diagonal pattern.",1,0
a24aa9dc-af06-4131-b208-3f195757ab5f,398,ff28f65a.json,"In the input, you should see... a series of 2x2 red squares.",The output grid size...is 5x5 (all black).,"To make the output, you have to...Make a 5x5 black output grid. Then count how many 2x2 red  squares there are in the input. That is how many squares you will fill in the output with dark blue (not light blue). You will fill in the blue squares every other square, starting in the top left (example: If there are 2 2x2 red squares in the input, you would fill in the top left and top right of your 3x3 output with dark blue. If there are 3 2x2 red squares in your input, you would fill in the top left, top right, and middle middle squares with dark blue. So, always alternate, even when you move to a lower row of your output - there should never be two blues in a row or a blue directly underneath of another one. Whatever squares you don't fill in with dark blue should stay black",1,0
2070e862-2ad2-4331-82d6-acf1f294bbc4,399,ff805c23.json,"In the input, you should see...s  a blue square on the top of the right.",The output grid size...your grid size should be the same as the blue square.,"To make the output, you have to...fill  the blue square with the same pattern  with the input grid (that is.. the original pattern that need be there in the input)",1,1
